ID,Name,Age,Salary,Department,Years_of_Experience,Performance_Score
31670,Person_31670,19,121805,Marketing,19,4.51
31671,Person_31671,33,110351,IT,25,1.23
31672,Person_31672,33,27719,Marketing,2,3.26
31673,Person_31673,70,44721,Marketing,12,4.72
31674,Person_31674,73,142728,Sales,32,2.09
31675,Person_31675,73,29507,IT,37,4.53
31676,Person_31676,39,124365,IT,35,2.86
31677,Person_31677,60,50007,Marketing,24,1.74
31678,Person_31678,18,69459,Marketing,23,4.41
31679,Person_31679,32,77141,HR,20,3.36
31680,Person_31680,41,147799,Marketing,38,3.24
31681,Person_31681,21,70036,Finance,16,3.21
31682,Person_31682,79,27797,Sales,9,2.7
31683,Person_31683,35,94353,Finance,12,1.86
31684,Person_31684,34,79923,IT,12,1.54
31685,Person_31685,24,112388,Sales,24,2.31
31686,Person_31686,67,133152,Finance,10,3.84
31687,Person_31687,62,122166,Marketing,39,2.75
31688,Person_31688,69,76101,Finance,18,2.81
31689,Person_31689,69,74291,Finance,8,4.68
31690,Person_31690,78,104227,Marketing,21,1.49
31691,Person_31691,27,148754,Sales,1,3.83
31692,Person_31692,18,149915,HR,6,1.22
31693,Person_31693,19,92688,Marketing,1,1.28
31694,Person_31694,66,98437,Marketing,25,2.38
31695,Person_31695,39,71396,Sales,11,4.92
31696,Person_31696,49,57253,IT,15,4.29
31697,Person_31697,46,78046,Marketing,15,2.55
31698,Person_31698,52,77689,HR,4,4.24
31699,Person_31699,34,112800,HR,24,3.89
31700,Person_31700,29,60063,Marketing,16,2.34
31701,Person_31701,41,91793,Marketing,8,3.68
31702,Person_31702,47,55774,Marketing,5,4.14
31703,Person_31703,61,105198,Marketing,10,4.61
31704,Person_31704,47,22895,IT,3,4.93
31705,Person_31705,37,44406,Marketing,29,1.84
31706,Person_31706,59,51848,Sales,24,2.01
31707,Person_31707,24,76021,Sales,8,3.67
31708,Person_31708,59,69077,IT,18,3.32
31709,Person_31709,67,102628,Finance,29,1.39
31710,Person_31710,71,119498,IT,5,3.89
31711,Person_31711,55,36644,Marketing,3,1.76
31712,Person_31712,24,128485,Finance,3,3.59
31713,Person_31713,77,142177,Finance,31,1.75
31714,Person_31714,66,64809,HR,34,1.4
31715,Person_31715,47,112021,Sales,14,4.08
31716,Person_31716,29,105155,IT,17,2.43
31717,Person_31717,66,127757,IT,32,3.89
31718,Person_31718,48,45250,IT,30,3.53
31719,Person_31719,35,141772,Marketing,36,3.82
31720,Person_31720,63,130269,Marketing,22,4.48
31721,Person_31721,60,78670,HR,26,4.09
31722,Person_31722,19,76207,IT,39,1.32
31723,Person_31723,70,50884,Finance,8,1.81
31724,Person_31724,50,110025,Sales,23,3.01
31725,Person_31725,28,143298,Marketing,34,3.48
31726,Person_31726,51,103183,Finance,36,4.85
31727,Person_31727,33,51271,HR,2,3.9
31728,Person_31728,71,99375,IT,32,4.03
31729,Person_31729,52,118500,HR,21,3.05
31730,Person_31730,69,119594,Finance,39,1.65
31731,Person_31731,50,86610,HR,11,2.28
31732,Person_31732,38,124156,Marketing,22,3.41
31733,Person_31733,37,43919,Finance,26,4.95
31734,Person_31734,25,105357,Finance,18,3.29
31735,Person_31735,68,77581,Sales,12,2.84
31736,Person_31736,43,64367,Sales,33,2.12
31737,Person_31737,50,148344,Marketing,3,1.92
31738,Person_31738,79,119249,Marketing,7,3.54
31739,Person_31739,78,141154,Marketing,3,1.26
31740,Person_31740,43,110818,HR,22,1.27
31741,Person_31741,54,78432,Sales,30,4.0
31742,Person_31742,47,142891,Finance,34,3.71
31743,Person_31743,48,149926,IT,27,3.85
31744,Person_31744,50,121290,IT,26,4.37
31745,Person_31745,28,125452,HR,39,4.11
31746,Person_31746,70,36173,IT,39,2.74
31747,Person_31747,58,41855,HR,7,2.57
31748,Person_31748,22,75061,Marketing,7,3.24
31749,Person_31749,19,99179,Sales,3,1.77
31750,Person_31750,30,80293,Marketing,19,4.63
31751,Person_31751,35,69318,HR,12,3.4
31752,Person_31752,43,128261,Finance,15,1.11
31753,Person_31753,42,84104,Finance,15,3.42
31754,Person_31754,61,64628,Marketing,7,4.44
31755,Person_31755,31,133853,IT,23,4.49
31756,Person_31756,22,121467,Finance,0,3.43
31757,Person_31757,76,56831,HR,33,4.05
31758,Person_31758,73,129210,IT,36,3.27
31759,Person_31759,59,38224,HR,4,3.72
31760,Person_31760,69,33168,Marketing,8,3.21
31761,Person_31761,19,58414,IT,12,1.8
31762,Person_31762,21,36160,Finance,14,3.74
31763,Person_31763,29,40575,Finance,19,4.24
31764,Person_31764,28,145741,Sales,26,4.27
31765,Person_31765,21,65281,Marketing,25,4.81
31766,Person_31766,60,97299,IT,0,3.62
31767,Person_31767,26,25749,Sales,27,4.24
31768,Person_31768,27,76518,HR,28,1.99
31769,Person_31769,44,114860,Marketing,6,2.27
31770,Person_31770,23,28884,Finance,3,1.5
31771,Person_31771,32,100038,HR,24,2.13
31772,Person_31772,59,48613,HR,35,1.58
31773,Person_31773,48,125586,HR,22,4.22
31774,Person_31774,39,125275,HR,10,4.97
31775,Person_31775,70,43432,Marketing,39,4.52
31776,Person_31776,23,21129,Sales,24,3.19
31777,Person_31777,50,115097,Marketing,32,1.09
31778,Person_31778,46,132643,Finance,1,3.0
31779,Person_31779,38,132884,IT,2,3.89
31780,Person_31780,77,81405,Finance,38,4.85
31781,Person_31781,71,140667,IT,16,4.95
31782,Person_31782,73,77108,Finance,30,1.39
31783,Person_31783,69,101035,Sales,32,2.65
31784,Person_31784,47,53868,Finance,6,2.53
31785,Person_31785,38,59805,IT,30,3.21
31786,Person_31786,53,95825,Marketing,31,4.63
31787,Person_31787,72,82092,IT,18,1.52
31788,Person_31788,75,90323,Sales,8,3.52
31789,Person_31789,39,129558,IT,25,3.34
31790,Person_31790,63,113658,HR,34,1.96
31791,Person_31791,37,20347,IT,26,2.53
31792,Person_31792,39,129521,IT,33,3.7
31793,Person_31793,78,59396,Finance,34,3.26
31794,Person_31794,69,69359,Finance,38,2.67
31795,Person_31795,77,99476,Marketing,21,3.76
31796,Person_31796,57,67764,HR,9,2.57
31797,Person_31797,28,60118,Marketing,11,3.81
31798,Person_31798,64,21545,HR,15,3.75
31799,Person_31799,48,74221,IT,16,2.63
31800,Person_31800,68,69782,HR,34,1.3
31801,Person_31801,57,95867,Sales,7,4.0
31802,Person_31802,30,71868,IT,29,4.18
31803,Person_31803,35,66190,HR,20,4.74
31804,Person_31804,39,128938,HR,8,4.64
31805,Person_31805,73,64711,Finance,7,4.6
31806,Person_31806,34,146426,HR,20,2.23
31807,Person_31807,55,126672,Marketing,38,3.43
31808,Person_31808,42,85154,Sales,0,4.68
31809,Person_31809,49,67616,Finance,7,3.83
31810,Person_31810,32,138047,IT,2,2.92
31811,Person_31811,30,105286,Marketing,39,2.66
31812,Person_31812,75,128116,IT,12,2.38
31813,Person_31813,43,77473,Marketing,31,3.22
31814,Person_31814,67,60649,Finance,13,4.3
31815,Person_31815,28,101566,IT,21,1.24
31816,Person_31816,30,55473,Marketing,18,1.6
31817,Person_31817,50,73382,IT,7,4.41
31818,Person_31818,67,86308,Marketing,24,1.7
31819,Person_31819,54,106428,Sales,36,4.04
31820,Person_31820,55,52707,Finance,17,1.77
31821,Person_31821,18,142413,Sales,20,4.78
31822,Person_31822,56,101079,Sales,22,3.23
31823,Person_31823,44,146978,HR,5,4.2
31824,Person_31824,53,124588,IT,10,1.68
31825,Person_31825,49,62050,Sales,23,1.77
31826,Person_31826,58,94823,Marketing,10,4.5
31827,Person_31827,32,122065,Finance,29,4.78
31828,Person_31828,48,123538,HR,30,4.3
31829,Person_31829,23,135587,Finance,27,3.46
31830,Person_31830,42,122825,HR,16,4.37
31831,Person_31831,66,124034,Marketing,14,3.12
31832,Person_31832,69,53355,Sales,1,1.09
31833,Person_31833,35,76599,Sales,18,1.37
31834,Person_31834,39,146309,HR,29,4.88
31835,Person_31835,48,48946,Sales,9,4.65
31836,Person_31836,53,105750,Marketing,35,2.03
31837,Person_31837,26,84611,Sales,39,3.0
31838,Person_31838,63,125442,IT,3,3.55
31839,Person_31839,20,69233,Sales,4,3.27
31840,Person_31840,50,106823,HR,15,3.32
31841,Person_31841,44,90391,HR,19,4.89
31842,Person_31842,78,48286,Sales,16,1.6
31843,Person_31843,60,68383,Sales,7,1.45
31844,Person_31844,18,104769,Marketing,0,4.67
31845,Person_31845,61,85240,IT,8,3.92
31846,Person_31846,74,57499,Sales,39,1.23
31847,Person_31847,26,51750,IT,6,1.34
31848,Person_31848,22,63082,HR,20,4.72
31849,Person_31849,32,89157,Marketing,24,2.7
31850,Person_31850,67,70066,Sales,15,1.01
31851,Person_31851,26,136450,Finance,5,2.84
31852,Person_31852,62,25932,Finance,34,4.59
31853,Person_31853,45,62643,HR,38,3.04
31854,Person_31854,30,96250,HR,37,2.23
31855,Person_31855,41,106238,Finance,25,4.86
31856,Person_31856,62,62712,Finance,15,3.59
31857,Person_31857,76,30103,IT,1,4.65
31858,Person_31858,27,101025,HR,31,1.75
31859,Person_31859,59,32252,Finance,3,1.71
31860,Person_31860,39,43076,Finance,3,3.84
31861,Person_31861,56,26174,Marketing,27,1.15
31862,Person_31862,77,126734,Finance,15,4.01
31863,Person_31863,39,107593,Finance,10,1.3
31864,Person_31864,54,131877,Finance,32,2.62
31865,Person_31865,69,38029,Sales,6,1.01
31866,Person_31866,56,96756,Finance,25,2.73
31867,Person_31867,37,87552,HR,23,1.5
31868,Person_31868,27,142504,Sales,10,2.51
31869,Person_31869,27,92393,Sales,25,2.26
31870,Person_31870,43,87579,Marketing,31,3.37
31871,Person_31871,42,67701,Sales,25,3.97
31872,Person_31872,70,143358,Finance,11,4.56
31873,Person_31873,73,86740,Marketing,5,3.52
31874,Person_31874,45,76202,Marketing,25,1.62
31875,Person_31875,30,110485,IT,33,4.06
31876,Person_31876,32,148594,Sales,30,4.25
31877,Person_31877,77,41864,Marketing,18,2.3
31878,Person_31878,77,96747,IT,38,2.64
31879,Person_31879,23,83987,Marketing,5,1.94
31880,Person_31880,69,96005,Sales,38,3.49
31881,Person_31881,29,140079,Sales,22,1.99
31882,Person_31882,36,107052,HR,12,2.42
31883,Person_31883,49,41925,Finance,38,1.94
31884,Person_31884,28,140716,Finance,28,1.39
31885,Person_31885,55,126894,Finance,29,3.14
31886,Person_31886,50,100913,HR,15,2.55
31887,Person_31887,19,109487,HR,27,4.86
31888,Person_31888,72,89800,IT,27,3.67
31889,Person_31889,32,21073,Finance,38,4.88
31890,Person_31890,53,67209,IT,25,2.53
31891,Person_31891,22,137867,IT,5,1.71
31892,Person_31892,32,130788,Marketing,31,4.39
31893,Person_31893,60,105210,Finance,39,2.8
31894,Person_31894,27,133791,HR,23,4.24
31895,Person_31895,34,27873,IT,6,3.89
31896,Person_31896,51,20040,Finance,4,1.7
31897,Person_31897,69,93073,Sales,16,2.86
31898,Person_31898,41,21655,Finance,18,3.66
31899,Person_31899,27,73786,IT,10,2.04
31900,Person_31900,69,30938,Sales,30,2.53
31901,Person_31901,47,70496,Finance,2,1.58
31902,Person_31902,20,133022,Sales,27,2.74
31903,Person_31903,68,79533,IT,31,1.59
31904,Person_31904,77,20930,Marketing,34,4.26
31905,Person_31905,54,34614,Finance,23,2.86
31906,Person_31906,20,46090,Marketing,38,2.15
31907,Person_31907,57,130613,Sales,33,4.18
31908,Person_31908,22,111674,Finance,36,1.29
31909,Person_31909,45,114641,HR,35,3.93
31910,Person_31910,79,140856,Marketing,36,1.74
31911,Person_31911,61,62849,Marketing,6,1.38
31912,Person_31912,31,136917,Sales,21,2.34
31913,Person_31913,56,78032,IT,15,2.08
31914,Person_31914,28,97658,HR,6,3.96
31915,Person_31915,25,28162,IT,15,1.45
31916,Person_31916,54,88948,Finance,18,2.14
31917,Person_31917,25,38534,IT,2,2.52
31918,Person_31918,29,61858,Marketing,33,3.76
31919,Person_31919,32,131256,HR,8,1.56
31920,Person_31920,36,129038,Finance,35,3.43
31921,Person_31921,65,110435,Finance,2,2.79
31922,Person_31922,63,124248,Marketing,25,2.82
31923,Person_31923,45,80174,IT,7,2.85
31924,Person_31924,24,89314,Finance,25,2.1
31925,Person_31925,57,133290,Finance,15,4.82
31926,Person_31926,24,140923,Finance,21,3.2
31927,Person_31927,47,26658,HR,26,1.41
31928,Person_31928,35,149148,Marketing,17,1.94
31929,Person_31929,41,25107,Finance,31,2.72
31930,Person_31930,23,68657,HR,22,3.42
31931,Person_31931,75,86413,HR,38,3.7
31932,Person_31932,68,26836,Sales,31,1.1
31933,Person_31933,21,112424,Finance,32,4.51
31934,Person_31934,72,138398,Sales,19,1.8
31935,Person_31935,20,135022,Sales,23,2.67
31936,Person_31936,66,42631,HR,17,3.84
31937,Person_31937,71,120167,Finance,6,2.03
31938,Person_31938,68,26055,HR,18,1.65
31939,Person_31939,76,26583,IT,8,1.29
31940,Person_31940,64,140589,Finance,17,1.8
31941,Person_31941,75,139141,IT,33,4.09
31942,Person_31942,23,126172,IT,33,3.08
31943,Person_31943,43,81196,Marketing,4,1.13
31944,Person_31944,61,142854,IT,20,2.88
31945,Person_31945,68,148762,IT,25,3.42
31946,Person_31946,55,73166,Sales,20,1.2
31947,Person_31947,28,117609,Finance,30,4.61
31948,Person_31948,69,53387,IT,12,1.47
31949,Person_31949,46,126205,Sales,32,1.19
31950,Person_31950,37,29604,HR,10,1.77
31951,Person_31951,27,90997,HR,15,2.17
31952,Person_31952,43,131458,Finance,39,4.17
31953,Person_31953,65,36644,IT,24,4.43
31954,Person_31954,44,113945,Marketing,28,4.28
31955,Person_31955,67,96171,Marketing,36,1.59
31956,Person_31956,31,69058,IT,35,3.73
31957,Person_31957,53,22644,HR,38,1.51
31958,Person_31958,76,106425,HR,30,1.51
31959,Person_31959,29,58272,Sales,15,3.35
31960,Person_31960,69,40208,Sales,35,3.59
31961,Person_31961,76,108201,Marketing,9,4.29
31962,Person_31962,40,148254,Sales,3,4.45
31963,Person_31963,38,32709,IT,13,4.44
31964,Person_31964,25,85687,Sales,11,3.14
31965,Person_31965,56,125587,Finance,25,3.29
31966,Person_31966,75,92414,Marketing,17,3.6
31967,Person_31967,26,91404,HR,1,1.93
31968,Person_31968,41,101966,Sales,37,4.5
31969,Person_31969,48,60790,Finance,11,2.42
31970,Person_31970,42,93556,HR,2,3.14
31971,Person_31971,34,97057,Sales,8,3.15
31972,Person_31972,59,27540,IT,12,1.99
31973,Person_31973,46,128126,Marketing,27,1.53
31974,Person_31974,77,68507,HR,1,1.7
31975,Person_31975,20,128161,HR,22,4.96
31976,Person_31976,38,72381,Finance,24,1.92
31977,Person_31977,74,88760,Marketing,26,1.72
31978,Person_31978,25,42896,Marketing,33,3.81
31979,Person_31979,31,124018,Finance,23,3.23
31980,Person_31980,75,59101,Sales,29,1.85
31981,Person_31981,56,39197,Finance,33,3.91
31982,Person_31982,33,29472,HR,4,1.41
31983,Person_31983,35,149892,HR,36,1.61
31984,Person_31984,48,39931,IT,4,2.59
31985,Person_31985,28,94942,Marketing,13,1.62
31986,Person_31986,55,67059,HR,7,1.93
31987,Person_31987,37,119514,HR,33,4.91
31988,Person_31988,70,103567,Marketing,8,2.29
31989,Person_31989,63,105301,Sales,29,2.83
31990,Person_31990,70,84452,Marketing,3,4.65
31991,Person_31991,62,38870,HR,24,4.19
31992,Person_31992,21,72829,Marketing,8,3.88
31993,Person_31993,37,93686,Sales,8,3.25
31994,Person_31994,48,136009,HR,36,1.61
31995,Person_31995,37,57850,Sales,13,2.4
31996,Person_31996,28,92500,IT,39,4.57
31997,Person_31997,67,20233,Sales,17,4.65
31998,Person_31998,18,55904,HR,9,4.21
31999,Person_31999,61,138408,Marketing,11,1.73
32000,Person_32000,35,132753,Sales,18,3.05
32001,Person_32001,56,146150,Marketing,10,1.62
32002,Person_32002,61,46674,HR,6,3.2
32003,Person_32003,50,54009,Marketing,27,2.04
32004,Person_32004,71,98197,HR,7,1.36
32005,Person_32005,53,105007,HR,1,1.64
32006,Person_32006,35,28005,Sales,12,4.71
32007,Person_32007,64,44765,IT,19,3.11
32008,Person_32008,48,66825,Finance,19,4.69
32009,Person_32009,52,50756,Sales,12,4.05
32010,Person_32010,56,26588,IT,20,4.11
32011,Person_32011,55,37080,Sales,32,4.06
32012,Person_32012,32,20172,Sales,5,2.61
32013,Person_32013,64,129899,HR,26,1.79
32014,Person_32014,23,139895,IT,2,1.66
32015,Person_32015,25,139421,Finance,5,4.93
32016,Person_32016,57,142640,Marketing,24,1.97
32017,Person_32017,39,25373,HR,14,2.47
32018,Person_32018,18,28056,Sales,28,2.86
32019,Person_32019,75,32673,Marketing,14,2.02
32020,Person_32020,30,30718,Sales,4,4.04
32021,Person_32021,72,121156,HR,33,2.44
32022,Person_32022,41,96725,Sales,28,2.59
32023,Person_32023,38,73161,HR,17,3.54
32024,Person_32024,62,30524,Sales,2,1.87
32025,Person_32025,60,62816,Marketing,30,4.04
32026,Person_32026,21,41227,HR,34,1.88
32027,Person_32027,24,69357,IT,22,4.6
32028,Person_32028,77,143254,Marketing,27,4.22
32029,Person_32029,29,25031,HR,37,4.56
32030,Person_32030,76,122512,HR,15,2.56
32031,Person_32031,30,53546,IT,20,2.17
32032,Person_32032,71,96729,Sales,26,4.36
32033,Person_32033,61,27391,Finance,27,2.56
32034,Person_32034,33,48947,HR,4,4.59
32035,Person_32035,23,40161,Marketing,6,3.23
32036,Person_32036,31,85950,Sales,5,1.96
32037,Person_32037,68,74660,Marketing,22,4.77
32038,Person_32038,65,96127,HR,1,1.56
32039,Person_32039,76,109137,IT,3,1.79
32040,Person_32040,75,141736,IT,5,1.33
32041,Person_32041,48,80456,IT,12,2.02
32042,Person_32042,53,56350,Sales,14,4.88
32043,Person_32043,54,44073,IT,31,4.66
32044,Person_32044,58,62996,Sales,11,4.27
32045,Person_32045,73,71892,HR,37,2.3
32046,Person_32046,52,74115,HR,20,1.11
32047,Person_32047,71,132816,Finance,0,2.39
32048,Person_32048,27,42937,Marketing,36,2.73
32049,Person_32049,34,57995,HR,38,2.38
32050,Person_32050,68,52322,Sales,0,4.48
32051,Person_32051,59,128579,Sales,32,4.72
32052,Person_32052,47,149430,Sales,21,4.3
32053,Person_32053,61,55165,IT,33,2.13
32054,Person_32054,72,137926,Marketing,17,2.38
32055,Person_32055,24,91994,Finance,35,4.71
32056,Person_32056,35,111926,Marketing,31,2.98
32057,Person_32057,36,34614,Marketing,34,4.52
32058,Person_32058,32,25034,HR,11,1.25
32059,Person_32059,56,94339,IT,27,4.77
32060,Person_32060,61,112952,HR,9,3.16
32061,Person_32061,39,77683,IT,27,4.5
32062,Person_32062,78,57947,Finance,28,1.27
32063,Person_32063,56,85637,HR,36,2.67
32064,Person_32064,59,87232,IT,24,1.93
32065,Person_32065,74,52928,IT,33,1.4
32066,Person_32066,73,51717,Sales,31,1.09
32067,Person_32067,71,142560,HR,20,2.21
32068,Person_32068,77,117070,IT,22,2.51
32069,Person_32069,47,104512,Sales,17,2.92
32070,Person_32070,37,56133,Sales,17,1.39
32071,Person_32071,79,94903,Sales,29,1.95
32072,Person_32072,49,130024,HR,23,2.03
32073,Person_32073,78,119678,Finance,30,3.76
32074,Person_32074,59,49541,Marketing,9,3.14
32075,Person_32075,42,141648,Sales,0,3.75
32076,Person_32076,40,69115,HR,7,1.75
32077,Person_32077,22,111862,IT,20,3.45
32078,Person_32078,67,120125,IT,17,2.87
32079,Person_32079,58,122865,Marketing,38,1.79
32080,Person_32080,47,29273,HR,34,3.5
32081,Person_32081,65,68857,IT,27,3.58
32082,Person_32082,56,149907,Marketing,28,3.79
32083,Person_32083,74,24448,Sales,35,4.04
32084,Person_32084,44,66010,Marketing,11,1.11
32085,Person_32085,74,74904,Finance,28,3.85
32086,Person_32086,59,131759,Sales,15,4.57
32087,Person_32087,54,104956,IT,23,2.0
32088,Person_32088,24,139439,Marketing,22,4.12
32089,Person_32089,22,80832,HR,34,1.81
32090,Person_32090,32,107334,HR,3,1.97
32091,Person_32091,68,67661,IT,9,2.28
32092,Person_32092,59,97294,Sales,27,4.52
32093,Person_32093,25,30661,Marketing,7,3.52
32094,Person_32094,73,62134,Finance,38,2.07
32095,Person_32095,26,126521,Sales,16,1.39
32096,Person_32096,28,83280,Finance,14,3.85
32097,Person_32097,79,127088,Marketing,18,3.86
32098,Person_32098,77,148613,HR,23,3.14
32099,Person_32099,39,92300,HR,9,4.69
32100,Person_32100,51,94007,HR,24,4.35
32101,Person_32101,52,84126,HR,5,2.4
32102,Person_32102,30,96394,IT,37,4.39
32103,Person_32103,28,44402,Sales,37,2.99
32104,Person_32104,77,90825,Marketing,35,2.16
32105,Person_32105,49,88733,Sales,1,2.09
32106,Person_32106,59,92218,IT,26,3.06
32107,Person_32107,76,81569,HR,29,2.65
32108,Person_32108,32,99475,Sales,16,4.99
32109,Person_32109,55,123559,IT,38,2.1
32110,Person_32110,18,92526,Marketing,9,2.13
32111,Person_32111,63,110492,Sales,2,3.92
32112,Person_32112,67,131272,Finance,24,2.45
32113,Person_32113,41,104108,Sales,21,3.14
32114,Person_32114,60,118394,IT,2,2.48
32115,Person_32115,57,63669,Finance,9,3.85
32116,Person_32116,39,77206,HR,28,3.22
32117,Person_32117,20,75342,Finance,30,2.88
32118,Person_32118,31,81742,HR,5,3.6
32119,Person_32119,19,24672,HR,10,4.61
32120,Person_32120,78,114404,HR,23,2.91
32121,Person_32121,49,94140,IT,11,1.43
32122,Person_32122,65,122734,Sales,36,2.87
32123,Person_32123,55,99221,HR,22,2.83
32124,Person_32124,50,110909,IT,18,3.6
32125,Person_32125,63,112921,Sales,36,4.11
32126,Person_32126,59,128845,HR,13,2.88
32127,Person_32127,23,148261,HR,27,3.3
32128,Person_32128,58,101797,HR,19,1.32
32129,Person_32129,56,142454,Finance,35,4.31
32130,Person_32130,42,75859,IT,19,3.53
32131,Person_32131,51,92708,HR,29,1.96
32132,Person_32132,28,137461,Marketing,8,3.21
32133,Person_32133,63,64584,Sales,37,1.71
32134,Person_32134,54,109491,HR,22,3.35
32135,Person_32135,58,133318,Marketing,2,4.93
32136,Person_32136,24,91709,Sales,9,4.21
32137,Person_32137,74,21583,HR,30,1.28
32138,Person_32138,63,82160,HR,26,2.83
32139,Person_32139,76,36059,Sales,21,4.41
32140,Person_32140,65,26778,HR,27,2.42
32141,Person_32141,39,24246,Marketing,1,1.45
32142,Person_32142,65,35719,Sales,7,4.46
32143,Person_32143,56,23003,IT,25,1.2
32144,Person_32144,27,79057,HR,12,1.26
32145,Person_32145,38,22931,Marketing,36,1.44
32146,Person_32146,23,64044,Sales,31,1.34
32147,Person_32147,66,34445,IT,3,3.51
32148,Person_32148,18,32259,Marketing,0,2.68
32149,Person_32149,51,111881,Marketing,4,4.25
32150,Person_32150,76,82501,Finance,21,3.95
32151,Person_32151,31,125254,IT,2,2.24
32152,Person_32152,53,121734,Sales,21,2.19
32153,Person_32153,44,140259,Sales,39,1.05
32154,Person_32154,26,65458,HR,31,4.09
32155,Person_32155,72,30931,HR,18,4.67
32156,Person_32156,23,135112,Sales,17,2.29
32157,Person_32157,48,75417,Sales,34,2.44
32158,Person_32158,34,110203,IT,16,2.25
32159,Person_32159,70,22074,Sales,12,3.75
32160,Person_32160,60,80310,Marketing,26,3.68
32161,Person_32161,77,58270,Marketing,31,3.66
32162,Person_32162,78,110130,Marketing,37,1.22
32163,Person_32163,53,59247,Finance,15,2.75
32164,Person_32164,38,105410,IT,30,2.09
32165,Person_32165,44,40868,Sales,39,1.4
32166,Person_32166,58,72823,HR,13,1.44
32167,Person_32167,45,122276,Finance,31,2.82
32168,Person_32168,33,61052,IT,35,2.13
32169,Person_32169,52,42789,HR,23,3.74
32170,Person_32170,53,24136,Marketing,3,3.89
32171,Person_32171,73,126280,Finance,0,2.07
32172,Person_32172,52,115925,IT,5,1.74
32173,Person_32173,62,60363,Marketing,36,2.18
32174,Person_32174,36,131343,IT,0,3.85
32175,Person_32175,78,54863,HR,13,2.44
32176,Person_32176,74,109508,Marketing,4,2.26
32177,Person_32177,38,135292,Sales,38,2.47
32178,Person_32178,75,105175,Sales,11,4.02
32179,Person_32179,50,96031,Sales,38,3.67
32180,Person_32180,40,106560,Marketing,2,4.8
32181,Person_32181,72,71418,IT,34,3.14
32182,Person_32182,23,103362,Sales,9,3.76
32183,Person_32183,49,120453,Sales,35,2.66
32184,Person_32184,39,42503,Finance,36,4.79
32185,Person_32185,20,72591,Marketing,16,1.9
32186,Person_32186,52,100773,Finance,21,4.75
32187,Person_32187,33,51021,HR,19,2.53
32188,Person_32188,59,89193,Finance,33,1.9
32189,Person_32189,76,127509,Marketing,1,3.62
32190,Person_32190,42,47683,Finance,29,2.19
32191,Person_32191,34,128971,Sales,5,1.59
32192,Person_32192,56,114342,Finance,10,3.0
32193,Person_32193,30,34214,Sales,25,3.68
32194,Person_32194,45,64316,HR,18,2.27
32195,Person_32195,28,130287,Finance,10,3.89
32196,Person_32196,27,26720,Marketing,13,4.28
32197,Person_32197,56,147291,Finance,38,1.75
32198,Person_32198,41,139151,HR,11,4.85
32199,Person_32199,55,56130,Finance,13,2.48
32200,Person_32200,41,77582,Sales,20,2.29
32201,Person_32201,50,20696,IT,29,3.81
32202,Person_32202,34,87612,Marketing,21,4.7
32203,Person_32203,74,109893,HR,32,2.29
32204,Person_32204,61,138988,Marketing,30,3.53
32205,Person_32205,53,95251,Finance,0,4.98
32206,Person_32206,52,38663,Sales,17,1.62
32207,Person_32207,23,74155,IT,11,2.32
32208,Person_32208,75,35190,IT,13,2.44
32209,Person_32209,77,59533,Sales,21,1.88
32210,Person_32210,33,49263,Finance,16,4.88
32211,Person_32211,62,70873,Sales,12,3.91
32212,Person_32212,45,21869,Marketing,0,2.61
32213,Person_32213,58,110447,Marketing,20,1.31
32214,Person_32214,49,92069,Finance,35,1.82
32215,Person_32215,43,64579,Sales,22,4.98
32216,Person_32216,28,54867,Sales,8,1.45
32217,Person_32217,69,105847,HR,30,1.9
32218,Person_32218,42,29586,IT,10,3.31
32219,Person_32219,48,89402,HR,22,2.6
32220,Person_32220,38,124984,Finance,16,2.0
32221,Person_32221,62,73415,IT,26,4.02
32222,Person_32222,72,104899,Finance,11,2.12
32223,Person_32223,68,72155,Sales,6,3.86
32224,Person_32224,20,73020,HR,28,4.65
32225,Person_32225,29,126846,Finance,33,3.26
32226,Person_32226,68,22562,HR,25,1.45
32227,Person_32227,57,37036,Sales,28,4.57
32228,Person_32228,63,101219,Finance,33,3.72
32229,Person_32229,71,71199,Sales,23,3.06
32230,Person_32230,58,109226,Finance,19,3.26
32231,Person_32231,42,104399,Sales,2,3.53
32232,Person_32232,73,127470,IT,17,2.18
32233,Person_32233,34,94555,IT,0,3.5
32234,Person_32234,55,24097,Finance,3,1.09
32235,Person_32235,53,135653,Finance,3,3.69
32236,Person_32236,53,103822,IT,33,3.52
32237,Person_32237,36,32044,Finance,24,2.41
32238,Person_32238,61,30786,HR,33,4.41
32239,Person_32239,74,106834,Marketing,26,3.98
32240,Person_32240,19,60683,Marketing,28,2.69
32241,Person_32241,34,120459,IT,21,4.01
32242,Person_32242,47,57488,HR,22,1.04
32243,Person_32243,64,79447,Marketing,23,3.03
32244,Person_32244,27,114247,Sales,31,2.56
32245,Person_32245,52,102424,HR,27,4.84
32246,Person_32246,78,106988,HR,10,1.47
32247,Person_32247,69,143578,IT,19,3.29
32248,Person_32248,53,126507,Marketing,1,2.26
32249,Person_32249,71,144687,Sales,21,3.68
32250,Person_32250,50,56788,Finance,39,3.3
32251,Person_32251,18,143114,Finance,22,4.7
32252,Person_32252,35,97427,IT,8,1.46
32253,Person_32253,21,45896,HR,21,1.53
32254,Person_32254,72,126482,Sales,2,3.97
32255,Person_32255,71,49587,Finance,22,2.5
